created_date,count
16/10/2024,2929
17/10/2024,2743
18/10/2024,2605
19/10/2024,1585
20/10/2024,1558
21/10/2024,3341
22/10/2024,2768
23/10/2024,2682
24/10/2024,2574
25/10/2024,2538
26/10/2024,1553
27/10/2024,1356
28/10/2024,3400
29/10/2024,2839
30/10/2024,2680
31/10/2024,2571
01/11/2024,2547
02/11/2024,1453
03/11/2024,1387
04/11/2024,3486
05/11/2024,2899
06/11/2024,2782
07/11/2024,2561
08/11/2024,2551
09/11/2024,1462
10/11/2024,1440
11/11/2024,3664
12/11/2024,3103
13/11/2024,2927
14/11/2024,2754
15/11/2024,2718
16/11/2024,1584
17/11/2024,1470
18/11/2024,3554
19/11/2024,3066
20/11/2024,3113
21/11/2024,3233
22/11/2024,2917
23/11/2024,1619
24/11/2024,1709
25/11/2024,3534
26/11/2024,3068
27/11/2024,2988
28/11/2024,2825
29/11/2024,2678
30/11/2024,1641
01/12/2024,1533
02/12/2024,3595
03/12/2024,3056
04/12/2024,2885
05/12/2024,2787
06/12/2024,2705
07/12/2024,1401
08/12/2024,1467
09/12/2024,3531
10/12/2024,2889
11/12/2024,2654
12/12/2024,2713
13/12/2024,2557
14/12/2024,1587
15/12/2024,1465
16/12/2024,3526
17/12/2024,3004
18/12/2024,2804
19/12/2024,2716
20/12/2024,2410
21/12/2024,1648
22/12/2024,1431
23/12/2024,2811
24/12/2024,1700
25/12/2024,617
26/12/2024,1308
27/12/2024,2688
28/12/2024,1732
29/12/2024,1505
30/12/2024,3266
31/12/2024,2175
01/01/2025,1339
02/01/2025,3274
03/01/2025,3106
04/01/2025,1751
05/01/2025,1673
06/01/2025,4054
07/01/2025,3211
08/01/2025,2916
09/01/2025,3066
10/01/2025,3105
11/01/2025,2071
12/01/2025,2020
13/01/2025,4425
14/01/2025,3400
15/01/2025,3011
16/01/2025,2981
17/01/2025,2889
18/01/2025,1756
19/01/2025,1536
20/01/2025,3736
21/01/2025,3155
22/01/2025,2939
23/01/2025,2743
24/01/2025,2669
25/01/2025,1633
26/01/2025,1602
27/01/2025,3800
28/01/2025,3156
29/01/2025,2887
30/01/2025,2786
31/01/2025,2570
01/02/2025,1568
02/02/2025,1502
03/02/2025,3575
04/02/2025,2999
05/02/2025,2847
06/02/2025,2794
07/02/2025,2621
08/02/2025,1505
09/02/2025,1423
10/02/2025,3444
11/02/2025,2927
12/02/2025,2772
13/02/2025,2793
14/02/2025,2527
15/02/2025,1571
16/02/2025,1495
17/02/2025,3745
18/02/2025,3106
19/02/2025,2901
20/02/2025,2819
21/02/2025,2778
22/02/2025,1671
23/02/2025,1494
24/02/2025,3740
25/02/2025,2974
26/02/2025,2809
27/02/2025,2674
28/02/2025,2630
01/03/2025,1559
02/03/2025,1404
03/03/2025,3651
04/03/2025,2948
05/03/2025,2767
06/03/2025,2696
07/03/2025,2687
08/03/2025,1648
09/03/2025,1486
10/03/2025,3544
11/03/2025,2919
12/03/2025,2728
13/03/2025,2685
14/03/2025,2432
15/03/2025,1435
16/03/2025,1339
17/03/2025,3385
18/03/2025,2850
19/03/2025,2703
20/03/2025,2772
21/03/2025,2594
22/03/2025,1496
23/03/2025,1459
24/03/2025,3547
25/03/2025,2785
26/03/2025,2650
27/03/2025,2679
28/03/2025,2552
29/03/2025,1476
30/03/2025,1204
31/03/2025,3440
01/04/2025,2798
02/04/2025,2606
03/04/2025,2557
04/04/2025,2411
05/04/2025,1440
06/04/2025,1419
07/04/2025,3432
08/04/2025,2807
09/04/2025,2753
10/04/2025,2518
11/04/2025,2571
12/04/2025,1458
13/04/2025,1256
14/04/2025,3282
15/04/2025,2740
16/04/2025,2585
17/04/2025,2386
18/04/2025,1321
19/04/2025,1245
20/04/2025,1035
21/04/2025,1488
22/04/2025,3457
23/04/2025,2731
24/04/2025,2553
25/04/2025,2467
26/04/2025,1372
27/04/2025,1188
28/04/2025,3277
29/04/2025,2565
30/04/2025,2589
01/05/2025,2383
02/05/2025,20
